city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.897,Unknown,No relevant experience,Full time course,Masters,STEM,7,Unknown,0,44,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,8,Unknown,2,55,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,2,20,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,5,Unknown,0,20,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,4,50,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,1,66,0.0
0.664,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Early Stage Startup,1,188,1.0
0.738,Male,Has relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,0,40,0.0
0.727,Unknown,No relevant experience,Part time course,Masters,STEM,12,Public Sector,1,91,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,55,0.0
0.939,Male,Has relevant experience,Full time course,Graduate,STEM,21,Pvt Ltd,1,35,0.0
0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,1,Pvt Ltd,1,36,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,28,0.0
0.74,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,62,1.0
0.754,Male,No relevant experience,Full time course,Graduate,Other,1,Unknown,1,57,0.0
0.926,Male,Has relevant experience,Part time course,Graduate,STEM,7,Pvt Ltd,5,110,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,2,39,0.0
0.7759999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,1,25,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,Other,5,Unknown,0,110,0.0
0.884,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Funded Startup,1,31,0.0
0.92,Female,No relevant experience,No enrollment,Phd,Humanities,21,Public Sector,5,17,0.0
0.624,Female,No relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,154,1.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,15,Unknown,4,132,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,Arts,16,Funded Startup,5,11,0.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,2,46,1.0
0.92,Female,No relevant experience,Part time course,Graduate,STEM,3,Public Sector,1,39,1.0
0.624,Male,No relevant experience,No enrollment,High School,Other,1,Unknown,0,91,1.0
0.897,Unknown,Has relevant experience,Part time course,Graduate,STEM,3,Pvt Ltd,0,20,0.0
0.925,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,32,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,No Major,21,Pvt Ltd,5,154,0.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,57,0.0
0.682,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Unknown,1,35,0.0
0.698,Female,No relevant experience,Full time course,Graduate,STEM,8,Public Sector,1,94,1.0
0.897,Unknown,No relevant experience,Full time course,Graduate,STEM,0,Unknown,0,31,1.0
0.91,Male,Has relevant experience,Part time course,High School,Other,6,Pvt Ltd,1,12,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,3,33,0.0
0.91,Other,No relevant experience,No enrollment,High School,Other,1,Unknown,0,34,1.0
0.527,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,0,102,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,30,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,5,80,1.0
0.949,Male,No relevant experience,No enrollment,Masters,Business Degree,16,Pvt Ltd,5,23,1.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,2,50,0.0
0.698,Male,No relevant experience,No enrollment,Graduate,Other,6,Unknown,1,33,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,45,0.0
0.887,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,39,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,1,334,0.0
0.939,Male,Has relevant experience,Full time course,High School,Other,6,Pvt Ltd,1,28,0.0
0.92,Unknown,No relevant experience,No enrollment,High School,Other,3,Unknown,1,44,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,4,56,1.0
0.926,Male,Has relevant experience,Full time course,Graduate,STEM,6,Funded Startup,1,116,0.0
0.926,Male,Has relevant experience,No enrollment,High School,Other,2,Public Sector,2,92,1.0
0.579,Unknown,No relevant experience,No enrollment,Graduate,Other,0,Unknown,1,163,1.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,44,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,0,55,0.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,4,25,0.0
0.91,Male,No relevant experience,Full time course,Masters,STEM,15,Unknown,3,83,1.0
0.743,Male,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,3,54,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,52,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,9,Pvt Ltd,5,52,0.0
0.738,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Funded Startup,1,47,0.0
0.926,Unknown,Has relevant experience,Full time course,Graduate,STEM,18,Pvt Ltd,3,34,1.0
0.897,Unknown,No relevant experience,No enrollment,Masters,STEM,3,Public Sector,5,96,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,4,0.0
0.926,Male,Has relevant experience,Part time course,Graduate,STEM,11,Early Stage Startup,2,26,0.0
0.754,Unknown,Has relevant experience,No enrollment,Graduate,Business Degree,11,Unknown,4,30,1.0
0.887,Unknown,No relevant experience,Full time course,Graduate,STEM,3,Unknown,1,35,1.0
0.887,Unknown,No relevant experience,Full time course,Graduate,STEM,8,Unknown,0,106,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,2,16,1.0
0.855,Male,No relevant experience,No enrollment,High School,Other,3,Unknown,0,46,0.0
0.884,Male,Has relevant experience,No enrollment,Masters,STEM,5,Unknown,1,55,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,71,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,34,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,Arts,11,Unknown,0,84,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,20,Pvt Ltd,2,6,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Other,1,129,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,Other,21,Unknown,5,90,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Other,21,Unknown,1,232,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,2,26,0.0
0.624,Unknown,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,3,110,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,5,9,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,90,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,2,45,0.0
0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Unknown,5,24,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Funded Startup,1,256,0.0
0.926,Male,Has relevant experience,Part time course,High School,Other,5,Pvt Ltd,1,20,0.0
0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,18,1.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,14,Pvt Ltd,1,11,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,5,45,1.0
0.804,Male,Has relevant experience,No enrollment,Phd,STEM,19,Unknown,0,11,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,11,0.0
0.899,Male,Has relevant experience,No enrollment,High School,Other,8,Public Sector,1,34,0.0
0.624,Unknown,No relevant experience,Full time course,Masters,STEM,5,Unknown,1,90,0.0
0.926,Male,Has relevant experience,Full time course,Graduate,STEM,9,Public Sector,1,96,0.0
0.866,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,5,54,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,226,1.0
0.856,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,78,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,Arts,21,Unknown,2,110,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,19,Pvt Ltd,5,11,1.0
0.55,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,0,52,1.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,24,0.0
0.92,Male,No relevant experience,Full time course,Masters,Humanities,8,Public Sector,3,174,0.0
0.915,Male,No relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,19,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,1,Unknown,1,26,1.0
0.899,Female,Has relevant experience,No enrollment,Graduate,STEM,17,Funded Startup,1,52,0.0
0.727,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,37,0.0
0.691,Male,Has relevant experience,Full time course,Graduate,STEM,4,Unknown,0,32,1.0
0.91,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,56,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,Business Degree,19,Pvt Ltd,5,174,1.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,3,NGO,1,98,0.0
0.949,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,6,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Funded Startup,1,44,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,11,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Unknown,3,5,1.0
0.624,Unknown,No relevant experience,No enrollment,Masters,STEM,1,Unknown,1,126,0.0
0.913,Male,Has relevant experience,Part time course,Graduate,STEM,14,Pvt Ltd,1,39,0.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,6,Unknown,5,41,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,4,124,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Unknown,1,26,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Humanities,12,Public Sector,1,140,0.0
0.624,Unknown,Has relevant experience,Part time course,Graduate,STEM,6,Pvt Ltd,4,17,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Early Stage Startup,2,80,0.0
0.925,Male,No relevant experience,Full time course,High School,Other,7,Unknown,1,16,0.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,141,1.0
0.923,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,119,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Early Stage Startup,0,6,1.0
0.925,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Public Sector,0,80,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,2,30,0.0
0.722,Male,Has relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,74,1.0
0.624,Male,No relevant experience,Full time course,High School,Other,5,Unknown,1,222,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,140,0.0
0.92,Female,No relevant experience,No enrollment,Graduate,Humanities,2,Early Stage Startup,2,54,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,9,Funded Startup,1,23,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,1,44,0.0
0.738,Male,Has relevant experience,Full time course,Graduate,STEM,10,Pvt Ltd,1,144,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,26,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,84,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,17,Pvt Ltd,3,90,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,75,1.0
0.527,Female,No relevant experience,Full time course,High School,Other,0,Unknown,0,48,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,1,Unknown,1,14,0.0
0.682,Male,No relevant experience,Full time course,High School,Other,5,Unknown,0,29,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,0,73,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,1,14,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Funded Startup,1,226,0.0
0.926,Male,Has relevant experience,Part time course,High School,Other,12,Unknown,5,114,1.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,Humanities,21,Unknown,2,17,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,2,26,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,2,34,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,4,37,0.0
0.624,Unknown,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,33,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,0,15,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,Humanities,19,Pvt Ltd,5,13,0.0
0.895,Other,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,152,0.0
0.926,Unknown,Has relevant experience,No enrollment,Masters,STEM,15,Unknown,1,126,0.0
0.6890000000000001,Male,Has relevant experience,Part time course,Graduate,STEM,17,Pvt Ltd,1,50,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,2,178,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,2,17,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,66,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,2,0.0
0.691,Male,Has relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,26,0.0
0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Funded Startup,1,200,0.0
0.762,Male,No relevant experience,Part time course,Graduate,Business Degree,0,Pvt Ltd,1,74,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,84,0.0
0.926,Male,No relevant experience,Full time course,Masters,STEM,17,NGO,1,62,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,Humanities,9,Pvt Ltd,5,192,0.0
0.8270000000000001,Male,No relevant experience,Part time course,Graduate,STEM,5,Unknown,5,47,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,47,1.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,26,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,Other,4,Funded Startup,2,127,0.0
0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,0,44,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,Unknown,1,91,1.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,7,Public Sector,0,25,0.0
0.92,Other,No relevant experience,Part time course,Graduate,STEM,15,Pvt Ltd,0,118,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,4,31,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,3,75,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Funded Startup,1,10,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,6,Funded Startup,1,80,0.0
0.762,Unknown,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,264,0.0
0.84,Unknown,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,3,15,0.0
0.91,Male,No relevant experience,No enrollment,Graduate,Humanities,1,Unknown,1,42,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,102,1.0
0.762,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,2,43,1.0
0.897,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,87,0.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,1,60,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,4,20,0.0
0.624,Male,No relevant experience,No enrollment,Masters,STEM,6,Unknown,5,64,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,2,106,0.0
0.698,Unknown,No relevant experience,No enrollment,Graduate,Other,21,Unknown,0,45,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Pvt Ltd,3,51,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,23,0.0
0.794,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,2,44,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,204,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Pvt Ltd,5,14,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,1,NGO,1,39,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,Humanities,4,Public Sector,2,100,0.0
0.91,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,6,1.0
0.89,Female,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,82,0.0
0.802,Male,No relevant experience,Full time course,Graduate,STEM,8,Unknown,1,36,1.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,10,0.0
0.624,Unknown,No relevant experience,No enrollment,Graduate,Other,21,Unknown,0,44,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,5,58,0.0
0.647,Male,Has relevant experience,No enrollment,Masters,STEM,6,Pvt Ltd,1,15,0.0
0.762,Male,Has relevant experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,62,0.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,102,1.0
0.698,Male,Has relevant experience,No enrollment,Masters,STEM,14,Pvt Ltd,2,16,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,11,Unknown,1,48,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,4,34,0.0
0.884,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Funded Startup,1,180,0.0
0.7659999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,4,37,0.0
0.624,Unknown,Has relevant experience,Full time course,Masters,STEM,1,Pvt Ltd,1,22,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,1,39,1.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,16,Pvt Ltd,2,72,0.0
0.555,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Funded Startup,1,134,1.0
0.924,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,5,31,1.0
0.939,Male,Has relevant experience,No enrollment,High School,Other,21,Pvt Ltd,5,57,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,78,1.0
0.926,Unknown,No relevant experience,No enrollment,Graduate,Humanities,21,Pvt Ltd,2,50,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,0,Funded Startup,1,140,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Other,11,Unknown,4,9,1.0
0.92,Male,No relevant experience,Full time course,High School,Other,5,Pvt Ltd,1,14,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,2,23,0.0
0.884,Female,Has relevant experience,Part time course,Graduate,Other,10,Pvt Ltd,2,57,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,0,Other,1,58,1.0
0.92,Unknown,No relevant experience,Full time course,Graduate,Other,5,Unknown,0,42,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,Humanities,0,Pvt Ltd,1,7,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,16,Pvt Ltd,2,44,0.0
0.939,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,5,67,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,5,83,0.0
0.624,Female,Has relevant experience,No enrollment,Masters,STEM,5,Unknown,1,20,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,5,64,1.0
0.884,Female,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,312,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,192,0.0
0.91,Female,Has relevant experience,No enrollment,Masters,STEM,4,Funded Startup,2,65,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,1,96,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,46,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,32,1.0
0.897,Unknown,No relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,4,15,0.0
0.762,Male,No relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,44,1.0
0.625,Unknown,No relevant experience,Full time course,Graduate,Other,2,Unknown,0,42,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,2,268,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,1,33,0.0
0.884,Male,Has relevant experience,Part time course,Graduate,STEM,5,Public Sector,1,7,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,99,1.0
0.802,Male,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,1,45,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Pvt Ltd,1,76,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,17,0.0
0.91,Male,No relevant experience,Full time course,Masters,STEM,4,Unknown,1,33,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,1,56,0.0
0.624,Male,Has relevant experience,Full time course,Masters,STEM,2,Unknown,1,7,0.0
0.624,Unknown,No relevant experience,Full time course,Masters,STEM,1,Unknown,0,27,1.0
0.836,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,53,0.0
0.55,Male,Has relevant experience,Part time course,Graduate,STEM,4,Pvt Ltd,1,97,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Other,6,Unknown,1,11,0.0
0.624,Male,Has relevant experience,Full time course,Masters,STEM,3,Pvt Ltd,1,10,1.0
0.802,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,4,141,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,0,Pvt Ltd,1,6,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Unknown,1,87,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,54,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,2,68,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,0,23,0.0
0.926,Unknown,No relevant experience,No enrollment,Phd,STEM,14,Pvt Ltd,5,52,1.0
0.92,Female,Has relevant experience,No enrollment,Phd,STEM,21,Public Sector,4,31,0.0
0.754,Unknown,No relevant experience,No enrollment,Graduate,Other,14,Unknown,1,63,1.0
0.926,Unknown,Has relevant experience,Full time course,Graduate,Other,21,Unknown,1,35,0.0
0.767,Male,Has relevant experience,Full time course,Graduate,STEM,15,Unknown,1,174,0.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,4,42,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Early Stage Startup,1,47,1.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,0,Unknown,0,80,0.0
0.91,Male,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,5,123,0.0
0.897,Male,No relevant experience,Full time course,Masters,STEM,5,Unknown,1,46,0.0
0.74,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,58,1.0
0.624,Unknown,No relevant experience,Full time course,High School,Other,0,Unknown,0,44,1.0
0.802,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,0,46,0.0
0.8270000000000001,Male,Has relevant experience,No enrollment,Graduate,Other,2,Unknown,0,107,0.0
0.92,Male,No relevant experience,Full time course,Graduate,STEM,3,Pvt Ltd,2,24,1.0
0.926,Male,Has relevant experience,No enrollment,Masters,Business Degree,19,Pvt Ltd,3,63,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,5,Unknown,1,55,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,2,6,0.0
0.91,Other,No relevant experience,Full time course,Graduate,STEM,2,Unknown,2,66,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,182,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,2,Pvt Ltd,1,35,1.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,16,Unknown,2,138,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,24,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,No Major,4,Unknown,1,120,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,55,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,2,45,0.0
0.7659999999999999,Unknown,Has relevant experience,Part time course,Graduate,STEM,11,Pvt Ltd,2,210,0.0
0.743,Male,No relevant experience,No enrollment,Masters,STEM,2,Unknown,1,4,0.0
0.92,Female,No relevant experience,No enrollment,High School,Other,0,Unknown,0,48,0.0
0.903,Unknown,Has relevant experience,Full time course,Graduate,STEM,10,Pvt Ltd,3,4,0.0
0.738,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Funded Startup,4,54,0.0
0.884,Male,Has relevant experience,Full time course,Masters,STEM,7,Unknown,1,23,0.0
0.579,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,68,0.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,0,63,0.0
0.899,Female,Has relevant experience,No enrollment,Graduate,Humanities,21,NGO,5,34,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,1,184,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Public Sector,1,55,0.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,1,NGO,0,5,1.0
